Country,Time_Interval,Diversity,Publications,ECI,GDP
Sweden,1988-1992,0.7355992483025096,44648.32191195766,2.164732,249066200000.0
Switzerland,1988-1992,0.7810051342641334,34782.547174618165,2.195658,240474400000.0
Syria,1988-1992,0.3310994279494081,207.03333333333325,-0.5365757999999999,
Taiwan,1988-1992,0.4904397126917638,13403.334627074473,,
Tajikistan,1988-1992,0.3347173154460326,40.83333333333333,,2357787395.6666665
Tanzania,1988-1992,0.4754454673765623,495.2769591519586,-1.159146,4667463736.0
Thailand,1988-1992,0.5785866320872066,1743.613875013872,0.0304346,85789767386.6
Togo,1988-1992,0.2555733450205381,60.97777777777777,-1.161627,1531096727.6
Tonga,1988-1992,0.1763671383823924,2.730158730158728,,119166675.2
Trinidad and Tobago,1988-1992,0.5153202238088406,351.3999999999998,0.1436294,4927073944.0
Tunisia,1988-1992,0.4495268475151786,1015.2526394240668,-0.0023578000000000036,12212201028.4
Turkey,1988-1992,0.6625719780835728,4830.569931776613,0.1798382,131431762801.0
Turkmenistan,1988-1992,0.2182060714026228,11.583333333333332,-0.53812,3123229801.4
Tuvalu,1988-1992,0.0714285714285714,3.0,,9310854.375
Uganda,1988-1992,0.3201166166406235,153.99015151515144,,4453799684.2
Ukraine,1988-1992,0.3318960745459292,2267.4166666666624,0.056669,78055278832.2
United Arab Emirates,1988-1992,0.5399363464643709,316.9928571428571,-0.17960199999999998,46846690275.0
United Arab Republic,1988-1992,,,,
United Kingdom,1988-1992,0.8788967289074218,228144.6168378351,1.886764,1050527600000.0
United States,1988-1992,0.816124903493598,1097083.8715096267,1.5768600000000002,5903924000000.0
Uruguay,1988-1992,0.7125388848716709,386.242857142857,0.1575148,10007095525.2
Uzbekistan,1988-1992,0.2557896483568126,301.1719298245613,-0.349566,13326509172.0
Vanuatu,1988-1992,0.2446043945033295,13.541666666666664,,167287505.06
Vatican,1988-1992,0.1883375049800256,7.98333333333332,,
Venezuela,1988-1992,0.7260889708922755,2108.7103896103863,-0.1596506,
Vietnam,1988-1992,0.2400602238964568,426.54339826839777,-0.982929,11533843637.2
Western Sahara,1988-1992,,,,
Yemen,1988-1992,0.3878887809047412,86.96590909090908,-0.913905,
Yugoslavia,1988-1992,0.6387904423217703,8967.967222759802,,
Zambia,1988-1992,0.3986305134078003,277.1234126984126,-0.7588858,3511654734.2
Zimbabwe,1988-1992,0.5365422949708963,901.4071789321783,-0.6096586,8055575480.0
Afghanistan,1993-1997,0.0714285714285714,1.0,,
Albania,1993-1997,0.3504808558906135,113.6502228163992,-0.28848219999999997,2183438006.2
Algeria,1993-1997,0.4797058494868891,860.743964182408,-0.7466928,45874487651.4
Andorra,1993-1997,0.1050403964769091,0.833333333333333,,1121571300.0
Angola,1993-1997,0.2283378316420784,12.716666666666665,-1.597358,6184122943.6
Antarctica,1993-1997,,,,
Antigua & Barbuda,1993-1997,0.0841160847200936,2.0,,
Argentina,1993-1997,0.6186924026167602,11910.887442622861,-0.0065065999999999995,263444600000.0
Armenia,1993-1997,0.362762181420892,1010.3470406864562,,1444250111.6
Australia,1993-1997,0.7866332523891362,78697.09882359486,0.002762200000000001,367168600000.0
Austria,1993-1997,0.7674306838926817,21349.872808263637,2.044616,216998800000.0
Azerbaijan,1993-1997,0.3014545260006446,878.3214285714278,0.03923079999999999,3495359764.2
Bahamas,1993-1997,0.2554951989709602,7.784523809523808,,
Bahrain,1993-1997,0.5219574432377873,293.91666666666663,,5813670212.6
Bangladesh,1993-1997,0.4865026225185874,1246.2124209124197,-0.9626428,39911544462.2
Barbados,1993-1997,0.4523000541302903,119.16091269841264,,2258738129.4
Belgium,1993-1997,0.8057227583335744,31692.49364615393,1.487806,257908200000.0
Belize,1993-1997,0.1691399909818512,10.594444444444441,,611312100.0
Benin,1993-1997,0.3098837019386806,121.26666666666655,,2134335844.6
Bermuda,1993-1997,0.2477046637029231,38.28333333333329,,2269297390.4
Bhutan,1993-1997,0.2209206821941567,7.833333333333333,,298295991.88
Bolivia,1993-1997,0.4487003100770939,156.77128237259797,-0.8036996000000001,6750756412.0
Bosnia & Herzegovina,1993-1997,0.4536201875722127,74.39999999999998,,
Botswana,1993-1997,0.4256778762886969,242.51507936507932,,4603599181.8
Brazil,1993-1997,0.6671993775177059,23731.210806208517,0.5363758,699768400000.0
Brunei,1993-1997,0.505827826323162,66.29999999999998,,
Bulgaria,1993-1997,0.5739885548228303,5998.341933516212,0.3898492,12624127650.0
Burkina Faso,1993-1997,0.4759566901185244,148.7246753246751,,2328209445.2
Burma,1993-1997,0.2796209190288685,55.97916666666664,-1.248044,
Burundi,1993-1997,0.2809358452850901,60.824603174603126,,941204344.0799999
Byelarus,1993-1997,0.3804043259677238,4965.971573631039,,
Cambodia,1993-1997,0.1786236978810306,13.603846153846145,-1.002122,3143295533.2
Cameroon,1993-1997,0.5587599463983319,529.8894536019532,-1.775082,11417835014.4
Canada,1993-1997,0.8288690487137017,145733.1274111866,0.8123766,608142400000.0
Cape Verde,1993-1997,0.1521335052214295,1.033333333333333,,
Central African Republic,1993-1997,0.349453340097748,25.91865079365078,,1038175580.72
Chad,1993-1997,0.2436380349139357,12.999999999999993,,1448208786.6
Chile,1993-1997,0.6313030119284304,5426.435473819186,-0.26409380000000005,68549038977.8
China,1993-1997,0.4375514965447822,55809.053113580274,0.2088692,713791000000.0
Ciskei,1993-1997,0.4127557730976585,41.71666666666666,,
Colombia,1993-1997,0.6342791816722977,1025.4315943210581,-0.0673518,88895538862.0
Comoros,1993-1997,0.2149168308014444,2.999999999999999,,386206364.08000004
Congo,1993-1997,0.4882848188612912,194.37246505567384,,
Cook Islands,1993-1997,0.2352877554877773,7.916666666666666,,
Costa Rica,1993-1997,0.3516003789990238,684.635156510156,-0.1553576,11130749594.8
Crimea,1993-1997,,,,
Croatia,1993-1997,0.5975412942862377,3839.1892738229776,0.80124,23327479107.0
Cuba,1993-1997,0.5600458617432242,1277.6687647518213,,26325732414.6
Cyprus,1993-1997,0.5273383625510344,311.76825113366147,,8701773073.6
Czech Republic,1993-1997,0.6857066547880319,11838.890400857164,1.402264,55344529691.2
Czechoslovakia,1993-1997,0.588769115978562,3649.0880697951525,,
Denmark,1993-1997,0.7491134354589328,25023.123090362616,1.6273,169107000000.0
Djibouti,1993-1997,0.1342904947425819,3.64285714285714,,490428368.03999996
Dominican Republic,1993-1997,0.452070212496272,52.412802883391066,-0.505026,16520712006.4
Ecuador,1993-1997,0.3551571577967447,207.36579913397404,-1.0057184,23893744272.4
Egypt,1993-1997,0.4516963659662004,8887.423886477976,-0.44565540000000003,
El Salvador,1993-1997,0.3892002545688164,28.949999999999996,0.013711200000000003,8617926800.0
Equatorial Guinea,1993-1997,0.2364513034944952,6.027777777777776,,210701830.44
Eritrea,1993-1997,0.2712344223604866,5.399999999999999,,591520539.1600001
Estonia,1993-1997,0.6242124865588714,1464.6898018647996,0.3984626,4509884547.8
Ethiopia,1993-1997,0.3743648643952758,720.9821428571416,-1.0428878000000001,8111959793.6
Fiji,1993-1997,0.4244807965144043,97.53390747670406,,1930864065.8
Finland,1993-1997,0.7721092322417928,24239.896239144524,1.907518,117149022941.6
France,1993-1997,0.7456153744981301,178463.3253714406,1.6660899999999998,1475290000000.0
French-Guiana,1993-1997,0.3013651326131086,74.53333333333326,,
French-Polynesia,1993-1997,0.2444300063862921,132.01779609279595,,
Gabon,1993-1997,0.4063269959769849,108.75714285714274,-1.452542,4909833499.4
Gambia,1993-1997,0.2786250714816967,122.4900183150182,,
Georgia,1993-1997,0.4121001448331741,801.4199855699846,0.197252,2902847840.4
Germany,1993-1997,0.8020113477512454,234150.5968819013,2.295194,2314282000000.0
Gilbert & Ellice Islands,1993-1997,,,,
Greece,1993-1997,0.6740593507634738,13857.733647275347,0.0560934,130261800000.0
Grenada,1993-1997,0.1269306080604973,4.0,,347239711.1
Guadeloupe,1993-1997,0.3242466324410721,184.41382783882773,,
Guatemala,1993-1997,0.3852383779752452,133.23809523809507,-0.0859644,14500688858.2
Guinea,1993-1997,0.2259707604960156,14.217460317460311,-1.354322,3601771288.4
Guinea-Bissau,1993-1997,0.292469165994083,18.469047619047593,,253087713.01999998
Guyana,1993-1997,0.2618812150136914,35.39999999999999,,614229422.72
Haiti,1993-1997,0.2242038107358499,16.938461538461524,,2621115913.6
Hong-Kong,1993-1997,0.7325318878545375,10337.242763828035,,
Hungary,1993-1997,0.6478570756591542,12041.830162704808,0.9259988,44734596298.2
Iceland,1993-1997,0.7097400877390098,832.4954810864747,,6956101384.0
India,1993-1997,0.5576783133968024,72663.58279065722,0.040888,355123800000.0
Indonesia,1993-1997,0.480201051075426,796.9677392624641,-0.4023788,196030000000.0
Iran,1993-1997,0.5179565178621843,1953.0823315573296,-1.0070424,
Iraq,1993-1997,0.5188669498286995,416.5833333333332,,
Ireland,1993-1997,0.8173625674950101,8114.233181643315,1.376838,67515136694.8
Israel,1993-1997,0.8357115232709709,34484.45294855595,1.15278,97480511576.0
Italy,1993-1997,0.7160666771608161,108536.02799654426,1.6713720000000003,1178630000000.0
Ivory Coast,1993-1997,0.516452231182668,322.3807539682536,,
Jamaica,1993-1997,0.6071333601653447,512.8537348028723,-0.6054348,6621230011.8
Japan,1993-1997,0.5401669400193843,280598.1217395506,2.5355060000000003,4811748000000.0
Jordan,1993-1997,0.6507753975716372,1182.064657564657,-0.0008457999999999993,6641194237.0
Kazakhstan,1993-1997,0.4081220219399467,940.4390239432566,0.0460014,21647092735.4
Kenya,1993-1997,0.3882030796243774,1841.1912768360003,-0.71933,9421578705.0
Kiribati,1993-1997,0.0714285714285714,0.333333333333333,,58428617.410000004
Kuwait,1993-1997,0.5901286816621483,1488.208563175953,-0.5831784,27565928611.0
Kyrgyzstan,1993-1997,0.5668516879668761,117.16785714285712,,
Laos,1993-1997,0.2294922176216461,6.049999999999999,-0.6999292,
Latvia,1993-1997,0.4713679384111484,1079.1628507556456,0.068492,6076998571.333333
Lesotho,1993-1997,0.500408253744613,30.18333333333333,,931970482.8799999
Libya,1993-1997,0.604279578526535,167.14285714285708,,28678465769.0
Liechtenstein,1993-1997,0.3334537918637507,63.86666666666664,,2170425552.0
Lithuania,1993-1997,0.4446483140231941,1085.0063115628313,0.16766960000000003,8792055258.0
Luxembourg,1993-1997,0.5185233173657973,179.01991634211845,,19581876873.2
Macau,1993-1997,0.2877256457972972,19.515079365079362,,
Macedonia,1993-1997,0.4278256496196518,245.19999999999982,0.2382458,
Madagascar,1993-1997,0.4186488851271542,128.34999999999988,-1.106802,4123690679.0
Malawi,1993-1997,0.4172635028641684,250.51667221667196,,1918833305.8
Malaysia,1993-1997,0.6344406653093375,2265.669615993649,0.23737380000000002,86187707378.2
Maldives,1993-1997,0.1196745331733636,4.0,,407161182.15999997
Mali,1993-1997,0.3118398082680832,96.27083333333324,,2616816112.6
Malta,1993-1997,0.4135062079396686,132.13354256854254,,3284664795.6
Marshall Islands,1993-1997,0.2130213665084432,7.875,,109865120.0
Mauritania,1993-1997,0.3839714182904569,22.14999999999999,-1.203602,2017608347.4
Mauritius,1993-1997,0.4461677521962169,58.425,,3894232579.0
Mexico,1993-1997,0.6902145985793873,12091.806769331715,0.774856,460002400000.0
Monaco,1993-1997,0.2247044407460722,91.16349206349197,,2880607946.6
Mongolia,1993-1997,0.4515146649438979,75.79448051948043,-0.5186628,1134607481.28
Montenegro,1993-1997,0.0714285714285714,1.0,,
Morocco,1993-1997,0.4695576098022717,1741.187311372398,-0.6561884,37719838751.8
Mozambique,1993-1997,0.2791660582416612,68.45119047619043,-0.4556808,3514496111.8
Namibia,1993-1997,0.3425874328858699,100.94999999999992,,3769117919.4
Nauru,1993-1997,,,,
Nepal,1993-1997,0.421782324759979,202.77424242424223,,4313638778.6
Netherlands,1993-1997,0.8583847131898097,70097.99596329498,1.334046,410457000000.0
Netherlands-Antilles,1993-1997,0.345638093436878,39.90800865800863,,
New Zealand,1993-1997,0.696023310748543,15120.645148561081,0.3820488,60445007063.4
New-Caledonia,1993-1997,0.3065877721190625,149.60209235209214,,
Nicaragua,1993-1997,0.3793938641932348,54.563369963369944,-0.5492962,3691685372.2
Niger,1993-1997,0.3700446706326682,173.17084859584847,,2240091584.6
Nigeria,1993-1997,0.5710698104399516,3526.117433443744,-2.0875879999999998,42236272678.8
Niue,1993-1997,,,,
North Korea,1993-1997,0.0814681415712613,3.0,,
Norway,1993-1997,0.7523071333979163,16918.900583293787,0.8080046,144923400000.0
Oman,1993-1997,0.4464977506850569,376.6932539682538,-0.598882,14065955786.6
Pakistan,1993-1997,0.5486450398532401,2280.904026039318,-0.7933852,58098570361.6
Palau,1993-1997,0.0810373884214739,3.099999999999996,,
Palestine,1993-1997,,,,
Panama,1993-1997,0.2417193893999576,226.00082972582953,0.06091220000000001,9653893800.0
Papua New Guinea,1993-1997,0.5701702609192703,287.8021936396934,,5041064041.6
Paraguay,1993-1997,0.2844899433957766,40.01493316624893,-0.7416282,8787252911.8
People's Republic of Congo,1993-1997,0.2563104024158862,17.89047619047618,,
Peru,1993-1997,0.5283236085727094,424.264591615907,-0.44993879999999997,49285377465.6
Philippines,1993-1997,0.4234736144667054,938.6735975107136,-0.1667038,71552986502.2
Poland,1993-1997,0.524911432287369,28152.13493502705,0.672763,133609329005.2
Portugal,1993-1997,0.7122199389045257,6394.2215673621895,0.41531440000000003,110493478568.6
Qatar,1993-1997,0.4748820687144816,199.37063492063487,-0.5753045999999999,8605219780.2
Republic of Kosovo,1993-1997,,,,
Republic of Serbia,1993-1997,0.182191323770044,8.5,,
Reunion,1993-1997,0.3385703732689762,82.18484848484847,,
Romania,1993-1997,0.3870322057543325,5233.076059770126,0.4802014,33276928611.6
Russia,1993-1997,0.5203083460928424,116731.18958423393,0.2068308,
Rwanda,1993-1997,0.2411146131440288,57.308881417090326,,1450518112.3
Saint-Vincent-et-les-Grenadines,1993-1997,0.1295824142827886,2.333333333333333,,
Samoa,1993-1997,0.2184944281006161,20.0,,222894259.53999996
San Marino,1993-1997,0.0893577424494308,3.25,,
Sao Tome & Principe,1993-1997,0.0714285714285714,0.25,,
Saudi Arabia,1993-1997,0.560879101684021,6265.178013653004,-0.03811,147222400000.0
Senegal,1993-1997,0.5365082915801704,411.6231411361202,-0.959928,6120478894.2
Senegambia,1993-1997,0.5138422258495015,102.08565323565314,,
Serbia and Montenegro,1993-1997,,,,
Seychelles,1993-1997,0.1732820791450801,21.1047619047619,,506923368.2
Sierra Leone,1993-1997,0.3336118314693891,52.017857142857125,,868689446.24
Singapore,1993-1997,0.5743017268733339,8032.011461326672,0.98643,83705040765.2
Slovakia,1993-1997,0.6097834052975286,6854.539222069358,1.2309860000000001,
Slovenia,1993-1997,0.6462452647938322,3308.958328541234,1.378892,18386220045.8
Solomon Islands,1993-1997,0.1527815635687914,18.349999999999998,,505619444.96000004
Somalia,1993-1997,0.1899954156123507,9.083333333333323,,
South Africa,1993-1997,0.6982600953834583,15699.378905335754,0.13425020000000001,145943000000.0
South Korea,1993-1997,0.484094181893157,25144.442431761156,0.9598053999999999,
South Sudan,1993-1997,,,,
Spain,1993-1997,0.7086753294324217,69905.63884706386,1.221972,580582800000.0
Sri Lanka,1993-1997,0.5846312683681677,473.7877917833796,-0.6824142,12815126733.0
St-Lucia,1993-1997,0.3026061132709713,12.199999999999998,,
Sudan,1993-1997,0.4235291820190602,329.49206349206304,-0.9552166,11241092166.4
Suriname,1993-1997,0.1112124052902204,11.37619047619047,,702736342.4399999
Swaziland,1993-1997,0.4858940620618229,38.5,,
Sweden,1993-1997,0.7595731455973458,52734.25627943113,2.167962,253836600000.0
Switzerland,1993-1997,0.7883054038447697,43111.804671688835,2.260222,303245600000.0
Syria,1993-1997,0.3023864290703748,313.96868686868623,-0.9431955999999999,
Taiwan,1993-1997,0.5466381327318408,30654.984963762152,,
Tajikistan,1993-1997,0.3831585287516551,244.64999999999984,,1273101231.9
Tanzania,1993-1997,0.4202992275600314,627.7213956794826,-1.229442,5640763707.6
Thailand,1993-1997,0.6114597884153128,2351.318117142063,0.1290756,155613400000.0
Togo,1993-1997,0.2260707575558151,68.79583333333332,-1.170042,1297980648.9
Tonga,1993-1997,0.1624286296723015,4.677777777777777,,193310307.22
Trinidad and Tobago,1993-1997,0.5338877433178575,357.4626845376844,0.1091704,5288639519.4
Tunisia,1993-1997,0.5347016421591504,1241.4556417433807,-0.262347,17721194027.0
Turkey,1993-1997,0.6229661815523675,12147.514078501697,0.0668294,170331400000.0
Turkmenistan,1993-1997,0.315754858194052,61.72619047619047,-0.7811432,2610336521.2
Tuvalu,1993-1997,0.0714285714285714,1.0,,11315857.0668
Uganda,1993-1997,0.3645143142854853,290.97304780625626,,5056121415.6
Ukraine,1993-1997,0.3837746770496483,16731.32562572991,0.29481640000000003,52224092169.8
United Arab Emirates,1993-1997,0.641882129742017,873.7251031535508,-0.3771628,66616834650.0
United Arab Republic,1993-1997,,,,
United Kingdom,1993-1997,0.8380216937680847,274099.3357133114,1.848366,1303580000000.0
United States,1993-1997,0.8082025821043446,1184052.1884676323,1.799746,7687244000000.0
Uruguay,1993-1997,0.6259311916629078,651.2405103668257,0.24217,19251956691.2
Uzbekistan,1993-1997,0.2750754920974131,1638.3683849217987,-0.4450564,13608427146.8
Vanuatu,1993-1997,0.2262835592678984,13.611111111111102,,228462137.08
Vatican,1993-1997,0.1793632077467123,13.19999999999999,,
Venezuela,1993-1997,0.6636942157816651,2689.2804815067925,-0.162774,
Vietnam,1993-1997,0.3471933632377304,602.0469608893513,-0.9480546000000001,20340944521.4
Western Sahara,1993-1997,,,,
Yemen,1993-1997,0.5146182954822245,72.5964803312629,-0.9641145999999999,
Yugoslavia,1993-1997,0.5543664892831495,3868.276011502775,,
Zambia,1993-1997,0.4301548530039951,212.25666472319378,-0.9560104,3727491122.6
Zimbabwe,1993-1997,0.4901674334284587,788.6861049148089,-0.3981198,7529695440.0
Afghanistan,1998-2002,0.0863001918692843,1.8333333333333321,,4055179566.0
Albania,1998-2002,0.432896402000497,99.4261904761904,-0.24025219999999997,3501722224.4
Algeria,1998-2002,0.4069093943392994,1363.6669300255955,-0.8204288,52624710677.8
Andorra,1998-2002,0.2577031316479991,3.783333333333333,,1436738821.4
Angola,1998-2002,0.4078310278233209,25.588095238095224,-1.73012,9202081184.0
Antarctica,1998-2002,0.0714285714285714,1.0,,
Antigua & Barbuda,1998-2002,0.0714285714285714,5.0,,
Argentina,1998-2002,0.6211205726272855,17544.16164632273,0.0419954,246619200850.4
Armenia,1998-2002,0.3589284257548445,1039.4869879836415,,2029115048.8
Australia,1998-2002,0.7834873208367779,89836.47511363961,-0.0304452,395151000000.0
Austria,1998-2002,0.7939248490825558,26933.982956344906,1.7805440000000001,208592400000.0
Azerbaijan,1998-2002,0.3253730644247541,663.3783730158723,-0.1320044,5248762298.2
Bahamas,1998-2002,0.4580475675973068,20.508874458874455,,
Bahrain,1998-2002,0.5874667357279812,246.0694444444444,,8087478670.2
Bangladesh,1998-2002,0.5430934934092906,1339.5013040690378,-1.0379332,52668057601.8
Barbados,1998-2002,0.6039976126848565,139.75584415584413,,2997881136.6
Belgium,1998-2002,0.8490612248157887,36620.276980140436,1.4314779999999998,249318200000.0
Belize,1998-2002,0.2080587570349238,8.958333333333327,,809434960.0
Benin,1998-2002,0.3315791494757063,157.8488455988455,,3496007871.0
Bermuda,1998-2002,0.2130517656311933,60.260137085137025,,3510622200.0
Bhutan,1998-2002,0.2138392710804793,9.2,,440549810.58000004
Bolivia,1998-2002,0.4650456116169461,198.37946719946694,-0.7862698,8245511426.6
Bosnia & Herzegovina,1998-2002,0.5001616601735681,99.67182539682534,,
Botswana,1998-2002,0.4649507222518925,404.7635148765478,-0.6414973333333333,5398302254.0
Brazil,1998-2002,0.6839522964695943,44700.2369589026,0.5659536000000001,637173400000.0
Brunei,1998-2002,0.4755525911078189,115.69999999999995,,
Bulgaria,1998-2002,0.5771886514813791,5589.278000948159,0.4209364,14498039360.4
Burkina Faso,1998-2002,0.4400736695692492,214.5416056166054,,3183876003.4
Burma,1998-2002,0.4439639159131519,47.28492063492062,-1.2402339999999998,
Burundi,1998-2002,0.2787011446379936,15.399999999999988,,854904661.74
Byelarus,1998-2002,0.4024028408294142,4258.988706598767,,
Cambodia,1998-2002,0.2332110749976166,45.300793650793615,-1.1696259999999998,3716718943.8
Cameroon,1998-2002,0.5683742161880304,585.8032365581266,-1.744412,10769166952.4
Canada,1998-2002,0.8171161896633511,138501.45956431987,0.8852648000000001,708904600000.0
Cape Verde,1998-2002,0.1011851886326588,1.0,,
Central African Republic,1998-2002,0.315160250062891,25.737085137085117,,960907466.28
Chad,1998-2002,0.2935945900415971,15.109313725490168,,1672299254.8
Chile,1998-2002,0.6380019227634505,7066.957449233913,-0.1107766,75065778445.0
China,1998-2002,0.5082119912609884,129460.59027593839,0.3184168,1228868000000.0
Ciskei,1998-2002,,,,
Colombia,1998-2002,0.7526129494441425,1898.1734431491177,0.0965564,96138246007.6
Comoros,1998-2002,0.1329512478683959,3.416666666666666,,380993988.73999995
Congo,1998-2002,0.4183375585133829,140.8634540897698,,
Cook Islands,1998-2002,0.1220609986884618,1.083333333333333,,
Costa Rica,1998-2002,0.4218057842397318,733.0639777081146,-0.0512618,15036140433.4
Crimea,1998-2002,,,,
Croatia,1998-2002,0.5868483650366794,5212.956290554906,0.6487890000000001,24106411250.0
Cuba,1998-2002,0.5035378885385997,2146.762855445204,,29987849280.0
Cyprus,1998-2002,0.5491521419055911,513.045046708376,,10510099082.0
Czech Republic,1998-2002,0.7180801317832739,16580.1708245976,1.50943,68488352474.2
Czechoslovakia,1998-2002,,,,
Denmark,1998-2002,0.7576707237639153,28135.247161719722,1.556884,172508400000.0
Djibouti,1998-2002,0.0971941395878437,2.066666666666666,,553023671.9399999
Dominican Republic,1998-2002,0.3862327165620708,45.809643134643096,-0.5766704,24215486066.0
Ecuador,1998-2002,0.4363788741174019,278.2159861849361,-0.8906758,23794440693.2
Egypt,1998-2002,0.5015994721086042,9941.726918174416,-0.42692440000000004,
El Salvador,1998-2002,0.3442375275579924,26.827777777777772,-0.0694224,11790503700.0
Equatorial Guinea,1998-2002,0.1536429815785235,4.152380952380944,,1061137152.8799999
Eritrea,1998-2002,0.4175596793166706,49.320329670329635,,724501631.6800001
Estonia,1998-2002,0.6950575139172841,2007.3474369317803,0.5215858,6150750129.8
Ethiopia,1998-2002,0.4148125443129754,765.673930441374,-1.0902927999999998,7968717201.2
Fiji,1998-2002,0.3987888725682539,116.0333333333333,,1757171869.8
Finland,1998-2002,0.797920793262501,28683.75385033013,1.8731560000000003,132824600000.0
France,1998-2002,0.7460911581533001,195975.82865526745,1.576244,1445754000000.0
French-Guiana,1998-2002,0.3102896117561402,88.99206349206342,,
French-Polynesia,1998-2002,0.3158132694361047,102.90079365079356,,
Gabon,1998-2002,0.3591594058847469,127.28374125874114,-1.2149025999999998,4908705961.4
Gambia,1998-2002,0.3164181863566664,128.5607864357863,,
Georgia,1998-2002,0.4106960335735188,826.4849562902998,0.1955314,3217243296.2
Germany,1998-2002,0.8380279880357716,271585.7068541482,2.241396,2077814000000.0
Gilbert & Ellice Islands,1998-2002,,,,
Greece,1998-2002,0.714292318386502,20070.046163395997,0.176313,141425000000.0
Grenada,1998-2002,0.1851295699314329,5.4833333333333325,,501747688.9
Guadeloupe,1998-2002,0.3986015540941666,176.82835497835487,,
Guatemala,1998-2002,0.3550114290462246,107.034429867518,-0.2798318,19296387539.8
Guinea,1998-2002,0.3757155279968541,25.84999999999999,-1.7524039999999999,3165619821.8
Guinea-Bissau,1998-2002,0.2063253208827696,25.12067099567096,,321839939.44
Guyana,1998-2002,0.3763899549997289,38.53333333333332,,712650515.7
Haiti,1998-2002,0.2263039034219203,18.268398268398254,,3780025370.4
Hong-Kong,1998-2002,0.725211972474405,5633.827323085401,,
Hungary,1998-2002,0.6279689420794384,14770.989036937388,0.9167259999999999,53271496321.6
Iceland,1998-2002,0.6729312900741908,998.0194705665782,,8793870528.2
India,1998-2002,0.5518259776108917,80331.33210474257,0.2055262,469789000000.0
Indonesia,1998-2002,0.5666753024974622,1136.9307264164931,-0.1105914,151315109574.6
Iran,1998-2002,0.4531014106828881,6101.621739784434,-0.8467676000000001,
Iraq,1998-2002,0.366265961508094,266.24559386973175,,
Ireland,1998-2002,0.8009696018661652,10353.818312124828,1.471858,105142417909.2
Israel,1998-2002,0.85129248894224,38377.502400327394,1.165664,123453600000.0
Italy,1998-2002,0.7282682418063142,130486.2588199309,1.49482,1220724000000.0
Ivory Coast,1998-2002,0.4547270098217557,375.7857683982677,,
Jamaica,1998-2002,0.5871085206768852,506.77806986919836,-0.6537436,9094468072.0
Japan,1998-2002,0.5506161480210433,329684.37199217157,2.5339959999999997,4380154000000.0
Jordan,1998-2002,0.652324720565698,1951.941810320964,0.1422504,8736976022.6
Kazakhstan,1998-2002,0.434814522515177,739.1896767108478,-0.1579934,20817468110.4
Kenya,1998-2002,0.4428589797268594,1602.816339207648,-0.6073692,13165824172.2
Kiribati,1998-2002,,,,67383800.71400002
Kuwait,1998-2002,0.6206787649190231,2175.58674242424,-0.431743,33360342108.4
Kyrgyzstan,1998-2002,0.3185955564344701,130.41269841269823,,
Laos,1998-2002,0.2138819198658043,27.38174603174601,-0.8315395999999999,
Latvia,1998-2002,0.4988670485881604,1183.952016206298,0.22320259999999997,8092566042.4
Lesotho,1998-2002,0.300036939889077,22.56858974358974,,866002484.68
Libya,1998-2002,0.3724563707437548,169.54285714285712,,31217732281.8
Liechtenstein,1998-2002,0.3694327182671902,59.249999999999986,,2561630813.8
Lithuania,1998-2002,0.5473113931939821,1748.7056018549054,0.2529964,12056661443.8
Luxembourg,1998-2002,0.6295759466529702,262.8094032246141,,21719462702.2
Macau,1998-2002,0.3770818184409796,44.249999999999986,,
Macedonia,1998-2002,0.4065045182816929,381.4708828788429,-0.0062866000000000016,
Madagascar,1998-2002,0.4249188336999113,199.64776334776306,-1.1337959999999998,4819830528.4
Malawi,1998-2002,0.3701318232705617,277.60240909611576,,2096452754.8
Malaysia,1998-2002,0.6269277972277325,3275.3201236487466,0.5814676000000001,87747120848.8
Maldives,1998-2002,0.3223035335208921,7.666666666666666,,704176857.02
Mali,1998-2002,0.2557602212814951,99.78214285714274,,3333803062.0
Malta,1998-2002,0.5073922511751128,198.0295287014327,,4127562902.4
Marshall Islands,1998-2002,0.1861359205516455,2.4499999999999993,,119303080.0
Mauritania,1998-2002,0.4279486444969806,28.999999999999982,-0.8746094,1864182928.2
Mauritius,1998-2002,0.4077736642575179,138.83690476190472,,4526325820.2
Mexico,1998-2002,0.70955616036949,18888.66240203189,0.859521,672690800000.0
Monaco,1998-2002,0.2337200429524532,114.14045121545104,,2835265454.0
Mongolia,1998-2002,0.4245926721304199,98.17440476190467,-0.7499622,1196659723.2
Montenegro,1998-2002,,,,1142950628.8
Morocco,1998-2002,0.4729203037298893,3485.555586691616,-0.707989,40798383270.6
Mozambique,1998-2002,0.3677117461215792,92.50357142857136,-0.5578762,5598011899.8
Namibia,1998-2002,0.3160724671502117,147.17499999999987,-0.7425769999999999,3646319623.4
Nauru,1998-2002,,,,
Nepal,1998-2002,0.52312899321096,319.2050083973994,,5488416097.0
Netherlands,1998-2002,0.8422075450672486,73638.37867407133,1.253454,440835400000.0
Netherlands-Antilles,1998-2002,0.2469502543199764,37.80930735930732,,
New Zealand,1998-2002,0.7000577077244169,17499.947254426384,0.2751308,57622573532.4
New-Caledonia,1998-2002,0.2398366766713147,161.10952380952352,,
Nicaragua,1998-2002,0.3056720234959188,49.79599567099564,-0.7817152,5029134738.2
Niger,1998-2002,0.3179868574094701,146.14444444444436,,2519608887.4
Nigeria,1998-2002,0.56873366036558,3224.745050505047,-2.021982,70568320876.0
